WHONET_ORG_CODE	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	DWC_TAXON_ID	DWC_TAXONOMIC_STATUS	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
inf	Salmonella Infantis	C		-			-	EBC		SAL		XTP	NTSS	82071007	Salmonella Infantis	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
isa	Salmonella Isangi	C		-			-	EBC		SAL		XTP	NTSS	89032008	Salmonella Isangi	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
jav	Salmonella Java (Salmonella Paratyphi B)	O		-			-	EBC		SAL				128388007	Salmonella Java	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sjv	Salmonella Javiana	C		-			-	EBC		SAL		XTP	NTSS	88022005	Salmonella Javiana	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ska	Salmonella Kaapstad	C		-			-	EBC		SAL		XTP	NTSS	54354005	Salmonella Kaapstad	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
skd	Salmonella Kedougou	C		-			-	EBC		SAL		XTP	NTSS	83141008	Salmonella Kedougou	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ske	Salmonella Kentucky	C		-			-	EBC		SAL		XTP	NTSS	8455004	Salmonella Kentucky	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sko	Salmonella Kottbus	C		-			-	EBC		SAL		XTP	NTSS	39664003	Salmonella Kottbus	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
skr	Salmonella Krefeld	C		-			-	EBC		SAL		XTP	NTSS	86656007	Salmonella Krefeld	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
lar	Salmonella Larochelle	C		-			-	EBC		SAL		XTP	NTSS	58723002	Salmonella Larochelle	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
slx	Salmonella Lexington	C		-			-	EBC		SAL		XTP	NTSS	39877005	Salmonella Lexington	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sli	Salmonella Litchfield	C		-			-	EBC		SAL		XTP	NTSS	81614007	Salmonella Litchfield	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
slv	Salmonella Livingstone	C		-			-	EBC		SAL		XTP	NTSS	66713000	Salmonella Livingstone	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
lom	Salmonella Lomita	C		-			-	EBC		SAL		XTP	NTSS	17939003	Salmonella Lomita	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
slo	Salmonella London	C		-			-	EBC		SAL		XTP	NTSS	2291004	Salmonella London	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
smh	Salmonella Manhattan	C		-			-	EBC		SAL		XTP	NTSS	20073008	Salmonella Manhattan	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
smb	Salmonella Mbandaka	C		-			-	EBC		SAL		XTP	NTSS	9506004	Salmonella Mbandaka	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
smo	Salmonella Montevideo	C		-			-	EBC		SAL		XTP	NTSS	80268001	Salmonella Montevideo	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
smn	Salmonella Muenchen	C		-			-	EBC		SAL		XTP	NTSS	77584005	Salmonella Muenchen	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
smr	Salmonella Muenster	C		-			-	EBC		SAL		XTP	NTSS	68916009	Salmonella Muenster	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sna	Salmonella Narashino	C		-			-	EBC		SAL		XTP	NTSS	48054000	Salmonella Narashino	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sne	Salmonella Newport	C		-			-	EBC		SAL		XTP	NTSS	56077000	Salmonella Newport	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
soh	Salmonella Ohio	C		-			-	EBC		SAL		XTP	NTSS	67210008	Salmonella Ohio	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sor	Salmonella Oranienburg	C		-			-	EBC		SAL		XTP	NTSS	46667007	Salmonella Oranienburg	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
soi	Salmonella Orion	C		-			-	EBC		SAL		XTP	NTSS	32681008	Salmonella Orion	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sou	Salmonella Ouakam	C		-			-	EBC		SAL		XTP	NTSS	71614001	Salmonella Ouakam	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
spm	Salmonella Panama	C		-			-	EBC		SAL		XTP	NTSS	40114001	Salmonella Panama	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
pty	Salmonella Paratyphi	C		-			-	EBC		SAL		TYP	SALT	85908006	Salmonella Paratyphi A	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
saa	Salmonella Paratyphi A	C		-			-	EBC		SAL		TYP	SALT	79128009	Salmonella Paratyphi A	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sab	Salmonella Paratyphi B	C		-			-	EBC		SAL		TYP	SALT	85908006	Salmonella Paratyphi B	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sac	Salmonella Paratyphi C	C		-			-	EBC		SAL		TYP	SALT	32488009	Salmonella Paratyphi C	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
spo	Salmonella Poona	C		-			-	EBC		SAL		XTP	NTSS	57101009	Salmonella Poona	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
pot	Salmonella Potsdam	C		-			-	EBC		SAL		XTP	NTSS	8544001	Salmonella Potsdam	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sre	Salmonella Reading	C		-			-	EBC		SAL		XTP	NTSS	63396002	Salmonella Reading	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sri	Salmonella Rissen	C		-			-	EBC		SAL		XTP	NTSS	51985007	Salmonella Rissen	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
pau	Salmonella Saintpaul	C		-			-	EBC		SAL		XTP	NTSS	2820001	Salmonella Saintpaul	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ssd	Salmonella Sandiego	C		-			-	EBC		SAL		XTP	NTSS	112287008	Salmonella Sandiego	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sab	Salmonella Schottmuelleri (S. Paratyphi B)	O		-			-	EBC		SAL				85908006	Salmonella Paratyphi B	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ssw	Salmonella Schwarzengrund	C		-			-	EBC		SAL		XTP	NTSS	45651006	Salmonella Schwarzengrund	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sse	Salmonella Senftenberg	C		-			-	EBC		SAL		XTP	NTSS	18163008	Salmonella Senftenberg	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sro	Salmonella sp. (rough)	C		-			-	EBC		SAL			OTH	372342007	Salmonella species (organism)	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sun	Salmonella sp., unnamed	C		-			-	EBC		SAL			OTH	116049009	"""Salmonella serotype B, :-:1,2"""	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ssy	Salmonella Stanley	C		-			-	EBC		SAL		XTP	NTSS	88091007	Salmonella Stanley	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sec	Salmonella subgroup 1	O		-			-	EBC		SAL		XTP	NTSS	398508004	Salmonella enterica subspecies enterica											
ssl	Salmonella subgroup 2	O		-			-	EBC		SAL		XTP	NTSS	398488004	Salmonella enterica subspecies salamae											
ari	Salmonella subgroup 3a	O		-			-	EBC		SAL		XTP	NTSS	397502001	Salmonella enterica subspecies arizonae											
sdi	Salmonella subgroup 3b	O		-			-	EBC		SAL		XTP	NTSS	398428002	Salmonella enterica subspecies diarizonae											
sht	Salmonella subgroup 4	O		-			-	EBC		SAL		XTP	NTSS	398371005	Salmonella enterica subspecies houtenae											
sbg	Salmonella subgroup 5	O		-			-	EBC		SAL		XTP	NTSS	398393000	Salmonella bongori											
sii	Salmonella subgroup 6	O		-			-	EBC		SAL		XTP	NTSS	398620001	Salmonella enterica subspecies indica											
tns	Salmonella Tennessee	C		-			-	EBC		SAL		XTP	NTSS	79153007	Salmonella Tennessee	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
thm	Salmonella Thompson	C		-			-	EBC		SAL		XTP	NTSS	4361005	Salmonella Thompson	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sat	Salmonella Typhi	C	X	-			-	EBC		SAL		TYP	SALT	5595000	Salmonella Typhi	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sam	Salmonella Typhimurium	C	X	-			-	EBC		SAL		XTP	NTSS	50136005	Salmonella Typhimurium	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
104	Salmonella Typhimurium DT 104	C		-			-	EBC		SAL		XTP	NTSS	50136005	Salmonella Typhimurium	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
svc	Salmonella Typhimurium var. Copenhagen	C		-			-	EBC		SAL		XTP	NTSS	370578006	Salmonella Typhimurium var. Copenhagen	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sts	Salmonella Typhisuis	C		-			-	EBC		SAL		XTP	NTSS	52730003	Salmonella Typhisuis	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
svr	Salmonella Virchow	C		-			-	EBC		SAL		XTP	NTSS	5929008	Salmonella Virchow	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
svg	Salmonella Virginia	C		-			-	EBC		SAL		XTP	NTSS	112296008	Salmonella Virginia	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
swd	Salmonella Wandsworth	C		-			-	EBC		SAL		XTP	NTSS	9479007	Salmonella Wandsworth	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
swe	Salmonella Weltevreden	C		-			-	EBC		SAL		XTP	NTSS	91661006	Salmonella Weltevreden	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
swy	Salmonella Weybridge	C		-			-	EBC		SAL		XTP	NTSS	70223004	Salmonella Weybridge	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
swo	Salmonella Worthington	C		-			-	EBC		SAL		XTP	NTSS	24666009	Salmonella Worthington	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
abx	Acinetobacter calcoaceticus-baumannii complex	C		-			-		NFR	AC-	ABX		NFG-	82550008	Acinetobacter calcoaceticus											
mac	Mycobacterium avium complex	C		m						MYC	MAX		OTH	83723009	Mycobacterium avium											
mai	Mycobacterium avium-intracellulare complex	C	X	m						MYC	MAX		OTH	83723009	Mycobacterium avium											
mtc	Mycobacterium tuberculosis complex	C		m						MYC	MTX		OTH	113858008	Mycobacterium tuberculosis complex											
cax	Candida albicans complex	C		f						CAN	CAX		CAND	53326005	Candida albicans											
cgx	Candida glabrata complex	C		f						CAN	CGX		CAND	444877006												
thx	Candida haemulonii complex	C		f						CAN	CHX		CAND	243452008	Candida haemulonii											
cpx	Candida parapsilosis complex	C		f						CAN	CPX		CAND	717979000	Candida parapsilosis complex											
yzg	Meyerozyma guilliermondii complex	C		f						MEY	MGX			29812000	Meyerozyma guilliermondii											
alw	Acinetobacter calcoaceticus var. lwoffii	O		-			-		NFR	AC-			NFG-	83088009	Acinetobacter lwoffi											
atu	Agrobacterium tumefaciens (radiobacter)	O		-			-		NFR	AGR				415303003	Rhizobium											
afa	Alcaligenes faecalis (odorans)	C		-			-		NFR	ALC			OTH	25223004	Alcaligenes fecalis											
afa	Alcaligenes odorans	O		-			-		NFR	ALC				25223004	Alcaligenes fecalis											
agl	Aspergillus glaucus group	O		f						ASP				243492005	Aspergillus glaucus group											
clr	Campylobacter laridis	O		-			-			CAM				116386003	Campylobacter lari											
cps	Candida kefyr (pseudotropicalis)	O		f						CAN				3265006	Candida											
cct	Candida ravauti	O		f						CAN				283868009	Candida catenulata											
cce	Cellulomonas cellulans (O. xanthineolytica)	O		+			+			CEM	COF			114188006	Cellulomonas											
hci	Clo-1	O		-			-			HEL				29258005	Helicobacter cinaedi											
hfn	Clo-2	O		-			-			HEL				58177005	Helicobacter fennelliae											
cna	Clostridium novyi type A	C		a	X					CLO			OTH	53591005	"""Clostridium novyi, type A"""											
cnb	Clostridium novyi type B	C		a	X					CLO			OTH	74494007	"""Clostridium novyi, type B"""											
caq	Corynebacterium aquaticum	O		+			+			COR	COF			65736001	Corynebacterium aquaticum											
ahe	Corynebacterium haemolyticum	O		+			+			ARB	COF			44723000	Arcanobacterium haemolyticum											
cdp	Diphtheroids	O		+			+			COR	COF			5851001	Corynebacterium diphtheriae											
fpl	Francisella tularensis biovar palearctica	C		-			-			FRA			OTH	51526001	Francisella tularensis											
ftu	Francisella tularensis Type A	O		-			-			FRA				91508008	Francisella tularensis ss. tularensis											
fpl	Francisella tularensis Type B	O		-			-			FRA				51526001	Francisella tularensis											
gsa	Globicatella sanguis	O		+			+			GLO				414345009	Globicatella sanguinis											
hse	Haemophilus segnis	O		-			-			AGT	HAK			6520007	Haemophilus segnis											
hso	Haemophilus somnus	O		-			-			HIT				433940005	Histophilus somni											
hca	Histoplasma capsulatum var. capsulatum	O		f						HIS				243509006	Histoplasma capsulatum var capsulatum											
fpd	Hormodendrum pedrosi	O		f						FON				69356007	Fonsecaea pedrosoi											
kpl	Klebsiella planticola (trevisanii)	O		-			-	EBC		KL-			KLER	416264004	Raoultella planticola											
cgr	Lymphogranuloma venereum	O		-			-	EBC		KL-			KLER	417443008	Klebsiella granulomatis											
mca	Microsporum canis var. canis	O		f						MIS				116001003	Microsporum canis var. canis											
sas	Monosporium apoispermum	O		f						SCD				31901009	Scedosporium											
nwe	Moraxella sp. M-5	O		-			-			NE-				113894007	Neisseria weaveri											
nni	Moraxella sp. M-6	O		-			-			NE-				113895008	Neisseria elongata ss nitroreducens											
mmc	Mycobacterium chelonae-like organism (MCLO)	O		m						MYC				113856007	Mycobacterium mucogenicum											
nko	Neisseria gonorrhoeae ss. kochii	C		-			-			NE-			OTH	106566009	Fluoroquinolone-resistant Neisseria gonorrhoeae											
nko	Neisseria kochii	O		-			-			NE-				106566009	Fluoroquinolone-resistant Neisseria gonorrhoeae											
psp	Pasteurella septica	O		-			-			PAS				14298009	Pasteurella multocida ss. septica											
fco	Phialophora compactum	O		f						FON				76124007	Fonsecaea compacta											
pru	Prevotella ruminicola ss. ruminicola	O		a						PRT				114150009	Prevotella ruminicola ss ruminicola											
spf	Pseudomonas putrefaciens	O		-			-		NFR	SHE				113700003	Shewanella putrefaciens											
atm	Pseudomonas temperans	O		-			-		NFR	ACX				113687006	Acidovorax temperans											
ppi	Pseudomonas thomasii	O		-			-		NFR	RAL				114053008	Ralstonia picketti											
fmz	Sphingobacterium mizutae	O		-			-		NFR	FLA				113749005	Flavobacterium mitzutaii											
srm	Spirillum minor	O		b						SPR				35164008	Spirillum minus											
srm	Spirillum minus	C		b						SPR			OTH	35164008	Spirillum minus											
sep	Staphylococcus albus	O		+			+			STA	SCN			60875001	Staphylococcus epidermidis											
slc	Staphylococcus coagulans	O		+			+			STA	SCN			113974002	Staphylococcus schleiferi ss coagulans											
sgy	Streptococcus bovis I	O		+			+			STR			VIRP	420625000	Streptococcus bovis group											
src	Streptococcus crista	O		+			+			STR	SVI			113980005	Streptococcus cristatus											
sqm	Streptococcus equisimilis	O		+			+			STR	BS-			113984001	Streptococcus dysgalactiae subspecies equisimilis											
szo	Streptococcus zooepidemicus	O		+			+			STR	BS-			44106000	Streptococcus equi subspecies zooepidemicus											
cpn	TWAR	O		-			-			CHL				103514009	Chlamydophila pneumoniae											
moi	Vibrio viscosis	O		-			-			MOI				426527007	Moritella											
hal	Enterobacter hafnia	O		-			-	EBC		HAF				76694001	Hafnia alvei											
cna	Clostridium oedematiens type A	O		+			+			CLO				53591005	"""Clostridium novyi, type A"""											
cnb	Clostridium oedematiens type B	O		+			+			CLO				74494007	"""Clostridium novyi, type B"""											
mpa	Mycobacterium johnei	O		m						MYC				113841003	Mycobacterium avium ss paratuberculosis											
mcp	Mycoplasma capripneumoniae	O		b						MYP				113866004	Mycoplasma capricolum ss capripneumoniae											
ftu	Pasteurella tularensis	O		-			-			FRA				91508008	Francisella tularensis ss. tularensis											
cfe	Vibrio fetus	O		-			-			CAM				64589009	Campylobacter fetus ss. fetus											
mpl	Streptococcus pluton	O		+			+			MLS																
ran	Pasteurella anatipestifer	O		-			-			RIE																
ran	Pfeifferella anatipestifer	O		-			-			RIE																
ano	Acinetobacter genospecies 13TU	O		-			-		NFR	AC-			NFG-	708859003	Acinetobacter nosocomialis											
aap	Ehrlichia phagocytophilum	O		-			-			HER				420364006	Anaplasma phagocytophilum											
xtp	Salmonella sp., non-typhoidal	C		-			-	EBC		SAL		XTP	NTSS			7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sty	Salmonella sp., typhoidal	C		-			-	EBC		SAL		TYP	SALT			5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
jav	Salmonella Paratyphi B var. Java	C		-			-	EBC		SAL		TYP	SALT	128388007	Salmonella Java	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
asb	Aeromonas veronii biovar sobria	C		-			-			AER			AVPV	425549009	Aeromonas veronii biovar sobria	AE9M	ACCEPTED	3222883	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
